scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,broad_category,specific_category,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
Polites themistocles,Tawny-edged Skipper,Insecta,58506,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Polites,NA,Polites themistocles,,,,
Aglais milberti,Milbert's Tortoiseshell,Insecta,68269,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Nymphalini,,Aglais,NA,Aglais milberti,,,,
Argynnis,Greater Fritillaries,Insecta,1117856,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Argynnini,,Argynnis,NA,,,,,
Euphydryas colon,Snowberry Checkerspot,Insecta,81731,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Melitaeini,,Euphydryas,NA,Euphydryas colon,,,,
Anthocharis midea,Falcate Orangetip,Insecta,69844,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Anthocharidini,,Anthocharis,NA,Anthocharis midea,,,,
Erynnis juvenalis,Juvenal's Duskywing,Insecta,58475,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Pyrginae,,Erynnini,,Erynnis,NA,Erynnis juvenalis,,,,
Zerene cesonia,Southern Dogface,Insecta,129362,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Coliadinae,,,,Zerene,NA,Zerene cesonia,,,,
Chlosyne lacinia,Bordered Patch,Insecta,68240,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Melitaeini,,Chlosyne,NA,Chlosyne lacinia,,,,
Hesperiinae,Grass Skippers,Insecta,122493,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,,,,NA,,,,,
Argynnis cybele leto,Leto Fritillary,Insecta,1456588,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Argynnini,,Argynnis,NA,Argynnis cybele,,Argynnis cybele leto,,
Coenonympha california california,California Ringlet,Insecta,69144,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Satyrinae,,Satyrini,Coenonymphina,Coenonympha,NA,Coenonympha california,,Coenonympha california california,,
Satyrium favonius,Oak Hairstreak,Insecta,230441,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,Eumaeini,Callophryidina,Satyrium,NA,Satyrium favonius,,,,
Heliopetes ericetorum,Northern White-Skipper,Insecta,59190,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Pyrginae,,Pyrgini,,Heliopetes,NA,Heliopetes ericetorum,,,,
Erynnis funeralis,Funereal Duskywing,Insecta,59188,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Pyrginae,,Erynnini,,Erynnis,NA,Erynnis funeralis,,,,
Phyciodes pulchella,Field Crescent,Insecta,82069,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Melitaeini,,Phyciodes,NA,Phyciodes pulchella,,,,
Agriades podarce,Sierra Blue,Insecta,209733,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Polyommatina,Agriades,NA,Agriades podarce,,,,
Anthocharis julia stella,Stella Orangetip,Insecta,900256,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Anthocharidini,,Anthocharis,NA,Anthocharis julia,,Anthocharis julia stella,,
Euphydryas editha,Edith's Checkerspot,Insecta,59182,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Melitaeini,,Euphydryas,NA,Euphydryas editha,,,,
Polites sonora,Sonoran Skipper,Insecta,117376,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Polites,NA,Polites sonora,,,,
Polites sabuleti,Sandhill Skipper,Insecta,59192,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Polites,NA,Polites sabuleti,,,,
Polites sabuleti tecumseh,Tecumseh Skipper,Insecta,238082,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Polites,NA,Polites sabuleti,,Polites sabuleti tecumseh,,
Aricia agestis,Brown Argus,Insecta,125494,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Polyommatina,Aricia,NA,Aricia agestis,,,,
Gonepteryx cleopatra,Cleopatra Butterfly,Insecta,123815,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Coliadinae,,,,Gonepteryx,NA,Gonepteryx cleopatra,,,,
Polites egeremet,Northern Broken-Dash,Insecta,1363179,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Polites,NA,Polites egeremet,,,,
Tharsalea editha,Edith's Copper,Insecta,1360277,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Lycaeninae,,Lycaenini,,Tharsalea,NA,Tharsalea editha,,,,
Plebejus anna,Anna's Blue,Insecta,122384,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Polyommatina,Plebejus,NA,Plebejus anna,,,,
Argynnis hydaspe,Hydaspe Fritillary,Insecta,1456626,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Argynnini,,Argynnis,NA,Argynnis hydaspe,,,,
Satyrium sylvinus,Sylvan Hairstreak,Insecta,59134,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,Eumaeini,Callophryidina,Satyrium,NA,Satyrium sylvinus,,,,
Parnassius clodius baldur,,Insecta,363236,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Parnassiinae,,Parnassiini,,Parnassius,NA,Parnassius clodius,,Parnassius clodius baldur,,
Icaricia lupini,Lupine Blue,Insecta,117360,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Polyommatina,Icaricia,NA,Icaricia lupini,,,,
Cacyreus marshalli,Common Geranium-bronze,Insecta,119664,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Cacyreina,Cacyreus,NA,Cacyreus marshalli,,,,
Papilio machaon,Old World Swallowtail,Insecta,56529,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Papilioninae,,Papilionini,,Papilio,NA,Papilio machaon,,,,
Adelpha californica,California Sister,Insecta,67560,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Limenitidinae,,Limenitidini,,Adelpha,NA,Adelpha californica,,,,
Coenonympha california,Common Ringlet,Insecta,69145,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Satyrinae,,Satyrini,Coenonymphina,Coenonympha,NA,Coenonympha california,,,,
Pieris marginalis,Margined White,Insecta,82481,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Pierini,Pierina,Pieris,NA,Pieris marginalis,,,,
Hesperia colorado,Western Branded Skipper,Insecta,117381,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Hesperia,NA,Hesperia colorado,,,,
Callophrys affinis,Western Green Hairstreak,Insecta,122365,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,Eumaeini,Callophryidina,Callophrys,NA,Callophrys affinis,,,,
Euphyes vestris,Dun Skipper,Insecta,58514,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Euphyes,NA,Euphyes vestris,,,,
Parnassius smintheus,Rocky Mountain Parnassian,Insecta,68279,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Parnassiinae,,Parnassiini,,Parnassius,NA,Parnassius smintheus,,,,
Lerema accius,Clouded Skipper,Insecta,142988,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Moncina,Lerema,NA,Lerema accius,,,,
Pieris brassicae,Large White,Insecta,55401,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Pierini,Pierina,Pieris,NA,Pieris brassicae,,,,
Pyrisitia lisa,Little Yellow,Insecta,122172,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Coliadinae,,,,Pyrisitia,NA,Pyrisitia lisa,,,,
Phocides urania urania,,Insecta,437486,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Eudaminae,,Phocidini,,Phocides,NA,Phocides urania,,Phocides urania urania,,
Dryas iulia,Julia Heliconian,Insecta,50073,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Heliconiini,,Dryas,NA,Dryas iulia,,,,
Papilio palamedes,Palamedes Swallowtail,Insecta,68232,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Papilioninae,,Papilionini,,Papilio,NA,Papilio palamedes,,,,
Pyrgini,"Checkered-Skippers, White-Skippers, and Allies",Insecta,320554,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Pyrginae,,Pyrgini,,,NA,,,,,
Panoquina ocola,Ocola Skipper,Insecta,147931,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Calpodina,Panoquina,NA,Panoquina ocola,,,,
Polites vibex,Whirlabout,Insecta,179855,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Polites,NA,Polites vibex,,,,
Polygonia gracilis,Hoary Comma,Insecta,50391,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Nymphalini,,Polygonia,NA,Polygonia gracilis,,,,
Polygonia,Commas,Insecta,50392,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Nymphalini,,Polygonia,NA,,,,,
Brephidium exilis exilis,Common Western Pygmy Blue,Insecta,425003,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Brephidiina,Brephidium,NA,Brephidium exilis,,Brephidium exilis exilis,,
Euphyes,,Insecta,58515,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Euphyes,NA,,,,,
Eantis tamenund,Sickle-winged Skipper,Insecta,148883,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Pyrginae,,Achlyodini,Achlyodina,Eantis,NA,Eantis tamenund,,,,
Callophrys xami,Xami Hairstreak,Insecta,130300,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,Eumaeini,Callophryidina,Callophrys,NA,Callophrys xami,,,,
Telegonus anausis annetta,,Insecta,1243483,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Eudaminae,,Eudamini,Eudamina,Telegonus,NA,Telegonus anausis,,Telegonus anausis annetta,,
Catasticta nimbice nimbice,,Insecta,312613,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Pierini,Aporiina,Catasticta,NA,Catasticta nimbice,,Catasticta nimbice nimbice,,
Brephidium,Pygmy-Blues,Insecta,53842,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Brephidiina,Brephidium,NA,,,,,
Microtia elva,Elf Butterfly,Insecta,132867,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Melitaeini,,Microtia,NA,Microtia elva,,,,
Chlosyne ehrenbergii,White-rayed Patch,Insecta,204685,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Melitaeini,,Chlosyne,NA,Chlosyne ehrenbergii,,,,
Burnsius oileus,Tropical Checkered-Skipper,Insecta,1038409,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Pyrginae,,Pyrgini,,Burnsius,NA,Burnsius oileus,,,,
Phoebis,,Insecta,48551,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Coliadinae,,,,Phoebis,NA,,,,,
Dione juno huascuma,,Insecta,312544,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Heliconiini,,Dione,NA,Dione juno,,Dione juno huascuma,,
Telegonus alector,Gilbert's Flasher,Insecta,1243481,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Eudaminae,,Eudamini,Eudamina,Telegonus,NA,Telegonus alector,,,,
Glutophrissa drusilla tenuis,,Insecta,312439,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Pierini,Appiadina,Glutophrissa,NA,Glutophrissa drusilla,,Glutophrissa drusilla tenuis,,
Spathilepia clonius,Falcate Skipper,Insecta,148534,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Eudaminae,,Eudamini,Eudamina,Spathilepia,NA,Spathilepia clonius,,,,
Heliconius erato cruentus,,Insecta,312765,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Heliconiini,,Heliconius,NA,Heliconius erato,,Heliconius erato cruentus,,
Ganyra josephina josepha,,Insecta,312802,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Pierini,Pierina,Ganyra,NA,Ganyra josephina,,Ganyra josephina josepha,,
Abaeis mexicana mexicana,,Insecta,1245991,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Coliadinae,,,,Abaeis,NA,Abaeis mexicana,,Abaeis mexicana mexicana,,
Battus polydamas polydamas,,Insecta,312663,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Papilioninae,,Troidini,Battina,Battus,NA,Battus polydamas,,Battus polydamas polydamas,,
Lycaena enysii,North Island Glade Copper,Insecta,410366,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Lycaeninae,,Lycaenini,,Lycaena,NA,Lycaena enysii,,,,
Astraptes fulgerator azul,Flashing Astraptes,Insecta,312228,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Eudaminae,,Eudamini,Eudamina,Astraptes,NA,Astraptes fulgerator,,Astraptes fulgerator azul,,
Dryas iulia moderata,,Insecta,425004,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Heliconiini,,Dryas,NA,Dryas iulia,,Dryas iulia moderata,,
Battus philenor hirsuta,California Pipevine Swallowtail,Insecta,334616,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Papilioninae,,Troidini,Battina,Battus,NA,Battus philenor,,Battus philenor hirsuta,,
Atarnes sallei,Orange-spotted Skipper,Insecta,148527,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Pyrginae,,Achlyodini,Pythonidina,Atarnes,NA,Atarnes sallei,,,,
Leptotes cassius cassidula,,Insecta,312379,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Leptotina,Leptotes,NA,Leptotes cassius,,Leptotes cassius cassidula,,
Anartia fatima colima,,Insecta,312874,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Victorinini,,Anartia,NA,Anartia fatima,,Anartia fatima colima,,
Telegonus anausis,Yellow-tipped Flasher,Insecta,1243482,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Eudaminae,,Eudamini,Eudamina,Telegonus,NA,Telegonus anausis,,,,
Papilio troilus,Spicebush Swallowtail,Insecta,58525,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Papilioninae,,Papilionini,,Papilio,NA,Papilio troilus,,,,
Anteos maerula,Yellow Angled-Sulphur,Insecta,48578,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Coliadinae,,,,Anteos,NA,Anteos maerula,,,,
Junonia grisea,Gray Buckeye,Insecta,1021509,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Junoniini,,Junonia,NA,Junonia grisea,,,,
Euptoieta hegesia meridiania,,Insecta,312764,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Argynnini,,Euptoieta,NA,Euptoieta hegesia,,Euptoieta hegesia meridiania,,
Parides photinus,Pink-spotted Cattleheart,Insecta,133450,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Papilioninae,,Troidini,Troidina,Parides,NA,Parides photinus,,,,
Rekoa palegon,Gold-bordered Hairstreak,Insecta,148497,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,Eumaeini,Strymonina,Rekoa,NA,Rekoa palegon,,,,
Tharsalea heteronea,Blue Copper,Insecta,1360290,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Lycaeninae,,Lycaenini,,Tharsalea,NA,Tharsalea heteronea,,,,
Callophrys viridis,Coastal Green Hairstreak,Insecta,210423,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,Eumaeini,Callophryidina,Callophrys,NA,Callophrys viridis,,,,
Urbanus proteus,Long-tailed Skipper,Insecta,67435,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Eudaminae,,Eudamini,Eudamina,Urbanus,NA,Urbanus proteus,,,,
Phoebis philea,Orange-barred Sulphur,Insecta,133416,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Coliadinae,,,,Phoebis,NA,Phoebis philea,,,,
Synapte pecta,Northern Faceted Skipper,Insecta,257576,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Falgina,Synapte,NA,Synapte pecta,,,,
Epargyreus cruza,Broken Silverdrop,Insecta,1268236,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Eudaminae,,Eudamini,Eudamina,Epargyreus,NA,Epargyreus cruza,,,,
Atalopedes campestris huron,Huron Sachem,Insecta,52076,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Atalopedes,NA,Atalopedes campestris,,Atalopedes campestris huron,,
Vettius fantasos,Fantastic Skipper,Insecta,148592,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Moncina,Vettius,NA,Vettius fantasos,,,,
Heraclides thoas autocles,,Insecta,312734,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Papilioninae,,Papilionini,,Heraclides,NA,Heraclides thoas,,Heraclides thoas autocles,,
Anthanassa texana texana,,Insecta,132337,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Melitaeini,,Anthanassa,NA,Anthanassa texana,,Anthanassa texana texana,,
Burnsius,New World Checkered-Skippers,Insecta,1038402,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Pyrginae,,Pyrgini,,Burnsius,NA,,,,,
Nyctelius nyctelius,Violet-banded Skipper,Insecta,148805,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Hesperiina,Nyctelius,NA,Nyctelius nyctelius,,,,
Urbanus pronta,Spot-banded Longtail,Insecta,245995,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Eudaminae,,Eudamini,Eudamina,Urbanus,NA,Urbanus pronta,,,,
Phoebis marcellina,Marcellina Sulphur,Insecta,1451831,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Coliadinae,,,,Phoebis,NA,Phoebis marcellina,,,,
Iphiclides feisthamelii,Iberian Scarce Swallowtail,Insecta,130391,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Papilioninae,,Leptocircini,,Iphiclides,NA,Iphiclides feisthamelii,,,,
Euphydryas aurinia,Marsh Fritillary,Insecta,207956,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Melitaeini,,Euphydryas,NA,Euphydryas aurinia,,,,
Pieris napi,Green-veined White,Insecta,54087,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Pierinae,,Pierini,Pierina,Pieris,NA,Pieris napi,,,,
Polyommatina,,Insecta,522678,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Polyommatina,,NA,,,,,
Anthanassa texana,Texan Crescent,Insecta,132339,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Melitaeini,,Anthanassa,NA,Anthanassa texana,,,,
Copaeodes minima,Southern Skipperling,Insecta,202451,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Hesperiinae,,Hesperiini,Thymelicina,Copaeodes,NA,Copaeodes minima,,,,
Junonia almana,Peacock Pansy,Insecta,51654,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Junoniini,,Junonia,NA,Junonia almana,,,,
Leptotes marina,Marine Blue,Insecta,59152,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,,Polyommatini,Leptotina,Leptotes,NA,Leptotes marina,,,,
Catopsilia pomona pomona,,Insecta,198830,Animalia,Arthropoda,Hexapoda,NA,Insecta,,,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Coliadinae,,,,Catopsilia,NA,Catopsilia pomona,,,,Catopsilia pomona pomona
