"","(Intercept)","bee_rich","bio1","bio12","bio15","bio16","bio17","bio4","bio5","bio6","et0","srad","wind.1","df","logLik","AICc","delta","weight","rsqs"
"1297",0.919160307866238,NA,NA,NA,NA,-8.3813157627279e-05,NA,NA,NA,0.000172076700363988,NA,-2.41655911886272e-05,NA,7,14.8776747492337,-11.2753494984674,6.17105159724343,0.00155059257326303,0.084
"77",0.801480139571796,NA,NA,-6.71792205507871e-05,-0.00272496339630696,NA,NA,-1.86167413402165e-05,NA,NA,NA,NA,NA,7,14.8772027356692,-11.2744054713385,6.17199562437234,0.00154986084524186,0.084
"2052",0.514807090865556,8.02404341974569e-05,-0.000244667079993,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0224480585206879,7,14.8711871037284,-11.2623742074569,6.18402688825395,0.00154056543973825,0.081
"1114",1.34156347720578,0.000131119766914857,NA,NA,-0.0024473210142469,-0.000241648242313497,NA,-3.82333905937484e-05,NA,NA,NA,-3.26215518358818e-05,NA,9,18.5410614196778,-11.2560358828339,6.1903652128769,0.00153569086604573,0.26
"297",0.699526203233115,NA,NA,NA,-0.00279278250407538,NA,-0.000404799953445897,NA,NA,0.000168645890782594,NA,NA,NA,7,14.8588713584255,-11.2377427168509,6.2086583788599,0.00152170858461854,0.082
"43",0.665576039861333,NA,0.000199584994134394,NA,-0.00265492581088841,NA,-0.000382358511715015,NA,NA,NA,NA,NA,NA,7,14.8568785278412,-11.2337570556824,6.21264404002843,0.00151867909684133,0.081
"2178",0.532837278985923,8.76725988795084e-05,NA,NA,NA,NA,NA,NA,-0.000267390806747221,NA,NA,NA,-0.0193624960052247,7,14.8494977057687,-11.2189954115374,6.22740568417343,0.00150751126124476,0.08
"1102",1.28913168279007,0.000115509153617462,NA,-9.1075777079491e-05,-0.00333857005114758,NA,NA,-3.61809701383513e-05,NA,NA,NA,-2.66816875149435e-05,NA,9,18.5048336814299,-11.183580406338,6.26282068937276,0.00148105195713381,0.258
"1157",0.797419802535076,NA,NA,-1.94234083007525e-05,NA,NA,NA,NA,0.000273503355051951,NA,NA,-2.19911349919248e-05,NA,7,14.8290941548321,-11.1781883096641,6.26821278604666,0.00147706434727769,0.081
"1541",0.886355901665521,NA,NA,-1.15217242298807e-05,NA,NA,NA,NA,NA,NA,6.08678229894477e-05,-2.89828227011292e-05,NA,7,14.8290756015497,-11.1781512030993,6.26824989261149,0.00147703694313993,0.081
"1106",0.96894266817891,0.000110065587120653,NA,NA,NA,-0.000107282020428845,NA,-1.56717537223868e-05,NA,NA,NA,-2.80650942474381e-05,NA,8,16.5786814922173,-11.1573629844345,6.28903811127627,0.00146176397163701,0.172
"2114",0.444397817915494,7.67150550578262e-05,NA,NA,NA,NA,NA,4.6903098539681e-06,NA,NA,NA,NA,-0.0156330153630571,7,14.7879719119196,-11.0959438238393,6.35045727187156,0.00141755609054746,0.076
"1539",0.898857291904076,NA,-0.000111804082610444,NA,NA,NA,NA,NA,NA,NA,8.52690728018268e-05,-3.16865590349332e-05,NA,7,14.7807443236076,-11.0814886472152,6.36491244849562,0.0014073475148466,0.078
"1793",0.875368911950803,NA,NA,NA,NA,NA,NA,NA,NA,-7.41098435913286e-05,7.70975692476387e-05,-3.03590011285305e-05,NA,7,14.7740097765428,-11.0680195530857,6.37838154262515,0.00139790150975556,0.078
"1665",0.932269558479643,NA,NA,NA,NA,NA,NA,NA,-0.000171745817793248,NA,0.000100042156058385,-3.33278637624046e-05,NA,7,14.766160600274,-11.0523212005479,6.39407989516289,0.00138697208400662,0.077
"1601",0.859046947143278,NA,NA,NA,NA,NA,NA,2.44513103989153e-06,NA,NA,6.5626071151331e-05,-2.90490225777804e-05,NA,7,14.7569045400865,-11.0338090801731,6.41259201553772,0.00137419341820254,0.077
"169",0.64171320027493,NA,NA,NA,-0.00242386781287315,NA,-0.000333103391994159,NA,0.000128824891140447,NA,NA,NA,NA,7,14.7513480086495,-11.0226960172991,6.42370507841175,0.00136657884417542,0.076
"3077",0.842936787037473,NA,NA,-2.05036280797584e-05,NA,NA,NA,NA,NA,NA,NA,-1.85081004647395e-05,-0.0103369461055599,7,14.7501966203921,-11.0203932407843,6.42600785492651,0.00136500628682721,0.077
"2082",0.450254701503233,8.16045922265574e-05,NA,NA,NA,NA,-2.74859052148933e-05,NA,NA,NA,NA,NA,-0.0130679062491621,7,14.7492748736955,-11.018549747391,6.42785134831982,0.00136374867647954,0.074
"1031",0.83926126617382,NA,0.000166256889783263,-2.13214442132609e-05,NA,NA,NA,NA,NA,NA,NA,-2.15581127110652e-05,NA,7,14.7483908332769,-11.0167816665537,6.42961942915709,0.0013625436002752,0.076
"3585",0.87843414046467,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.16801577112081e-05,-3.06483603735837e-05,0.00206925836922345,7,14.7427651367406,-11.0055302734811,6.44087082222966,0.00135489986429148,0.076
"1569",0.872902778602162,NA,NA,NA,NA,NA,-1.43377597302269e-05,NA,NA,NA,6.72269564763545e-05,-2.94819504193162e-05,NA,7,14.7418358699664,-11.0036717399327,6.44272935577807,0.00135364138568696,0.076
"57",0.6761191117629,NA,NA,NA,-0.00251119350020451,1.5866898029945e-05,-0.000354301917176064,NA,NA,NA,NA,NA,NA,7,14.7242854058143,-10.9685708116286,6.47783028408217,0.00133009161029514,0.075
"1155",0.749978117449561,NA,-0.000322481053947713,NA,NA,NA,NA,NA,0.00053630478557743,NA,NA,-2.16771993891211e-05,NA,7,14.714312386863,-10.948624773726,6.49777632198476,0.00131689250830544,0.074
"45",0.675733371392352,NA,NA,4.12364300907056e-07,-0.00243489389702558,NA,-0.00032469646991165,NA,NA,NA,NA,NA,NA,7,14.7122880428654,-10.9445760857308,6.50182500998001,0.00131422936133299,0.074
"1073",0.895107845652119,NA,NA,NA,NA,-7.19996740039018e-05,7.28467417219435e-05,NA,NA,NA,NA,-2.298133384506e-05,NA,7,14.7122819554044,-10.9445639108087,6.50183718490211,0.00131422136103729,0.08
"1285",0.864276827583481,NA,NA,-2.0457878894624e-05,NA,NA,NA,NA,NA,0.00010421612024535,NA,-2.18848711660207e-05,NA,7,14.7116255498952,-10.9432510997904,6.50314999592039,0.00131335898196183,0.074
"1045",0.905372416090597,NA,NA,2.4607292133553e-05,NA,-0.000117301207710578,NA,NA,NA,NA,NA,-2.3469249380613e-05,NA,7,14.7115788487104,-10.9431576974208,6.50324339829004,0.00131329764797347,0.08
"1061",0.877389877483755,NA,NA,-3.79504148826055e-05,NA,NA,0.000180467627369325,NA,NA,NA,NA,-2.21564004675132e-05,NA,7,14.706381319416,-10.9327626388321,6.51363845687875,0.00130648945319836,0.079
"38",0.424651076392606,8.59238120790566e-05,NA,-2.96701406766405e-05,NA,NA,0.000167248276051611,NA,NA,NA,NA,NA,NA,7,14.7057901739594,-10.9315803479189,6.51482074779191,0.00130571735612735,0.073
"1298",0.894605928260967,9.73843753694228e-05,NA,NA,NA,-9.2892202576582e-05,NA,NA,NA,0.000258795093344794,NA,-2.7263498853575e-05,NA,8,16.4615010255604,-10.9230020511208,6.52339904458997,0.00130012893397313,0.165
"1409",0.735631283221054,NA,NA,NA,NA,NA,NA,NA,0.000375309427111067,-0.00017326730592103,NA,-2.07256127060753e-05,NA,7,14.6976167717565,-10.915233543513,6.5311675521978,0.00129508869833001,0.073
"15",0.621214901448109,NA,0.000290992099922568,-4.86284337383963e-05,-0.00194456801120863,NA,NA,NA,NA,NA,NA,NA,NA,7,14.6866065596559,-10.8932131193118,6.55318797639902,0.00128090770818392,0.072
"1105",0.911512215388625,NA,NA,NA,NA,-6.62628438526509e-05,NA,-3.69617209512447e-06,NA,NA,NA,-2.3034867432004e-05,NA,7,14.6846979357398,-10.8893958714797,6.55700522423113,0.0012784652686885,0.078
"1098",0.869060683314358,9.91184755962663e-05,NA,NA,-0.000972256653914063,NA,NA,-5.6270485076879e-06,NA,NA,NA,-2.28122264625827e-05,NA,8,16.42389862583,-10.84779725166,6.5986038440508,0.00125214870526532,0.161
"269",0.666270042511417,NA,NA,-5.18407515695359e-05,-0.00206731802267285,NA,NA,NA,NA,0.000237972585577002,NA,NA,NA,7,14.6624743294372,-10.8449486588745,6.60145243683636,0.00125036654384551,0.071
"1217",0.75767361553948,NA,NA,NA,NA,NA,NA,4.83307760974772e-06,0.000204614356230401,NA,NA,-2.0787046446197e-05,NA,7,14.6613059800644,-10.8426119601288,6.60378913558197,0.0012489065319463,0.071
"20",0.409621752044862,8.32625438761766e-05,0.000131832667876431,NA,NA,-4.25991424040314e-05,NA,NA,NA,NA,NA,NA,NA,7,14.6564961363618,-10.8329922727235,6.61340882298731,0.00124291391006877,0.07
"82",0.443643053824005,8.88653159706582e-05,NA,NA,NA,-4.52684886995657e-05,NA,-5.21123736769952e-06,NA,NA,NA,NA,NA,7,14.6507360496508,-10.8214720993016,6.62492899640919,0.00123577519771133,0.07
"50",0.422779544937331,8.54979389990613e-05,NA,NA,NA,-4.28678971567225e-05,6.30923938494749e-05,NA,NA,NA,NA,NA,NA,7,14.6438027764174,-10.8076055528349,6.63879554287595,0.00122723686411376,0.07
"1283",0.721404177926873,NA,0.000631791530221935,NA,NA,NA,NA,NA,NA,-0.000498474754709054,NA,-1.87804205511848e-05,NA,7,14.6381622072854,-10.7963244145709,6.65007668113994,0.00122033403598174,0.07
"78",0.791521033625323,9.91433658025256e-05,NA,-7.76924337853423e-05,-0.00307999619183106,NA,NA,-2.87213653805034e-05,NA,NA,NA,NA,NA,8,16.397847382823,-10.7956947656461,6.65070633006475,0.00121994990544492,0.16
"260",0.349803697584024,7.65310506020764e-05,0.000557689744631476,NA,NA,NA,NA,NA,NA,-0.000437025670733503,NA,NA,NA,7,14.6356203074187,-10.7912406148373,6.65516048087347,0.00121723600816461,0.068
"1185",0.784763976190003,NA,NA,NA,NA,NA,-5.28909640561337e-05,NA,0.000202559481601044,NA,NA,-2.11652748330118e-05,NA,7,14.6346183629371,-10.7892367258742,6.65716436983664,0.00121601701604664,0.07
"274",0.423238015679028,8.44797395666839e-05,NA,NA,NA,-3.83159010382083e-05,NA,NA,NA,7.21914263230431e-05,NA,NA,NA,7,14.6280232548408,-10.7760465096815,6.67035458602927,0.00120802363994152,0.069
"8",0.406653897076868,8.22826285478312e-05,0.000104776977471428,-1.21920914578064e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,14.6224377177584,-10.7648754355168,6.68152566019401,0.00120129498816474,0.068
"1091",0.769000528857021,NA,0.000156971766451625,NA,NA,NA,NA,7.58410548364916e-06,NA,NA,NA,-2.01915019535826e-05,NA,7,14.6220655556719,-10.7641311113439,6.68226998436694,0.00120084799489762,0.069
"657",0.536893693190023,NA,NA,NA,NA,-0.000114709722950059,NA,NA,0.000924720824729715,NA,-0.000162271384123424,NA,NA,7,14.6148479189975,-10.7496958379951,6.69670525771574,0.00119221191390754,0.069
"525",0.722183016536351,NA,NA,-3.67299687934686e-05,-0.00174232974342707,NA,NA,NA,NA,NA,-5.39445819690988e-05,NA,NA,7,14.6135769475318,-10.7471538950636,6.69924720064725,0.00119069760910678,0.074
"3201",0.77916293340438,NA,NA,NA,NA,NA,NA,NA,0.000259773424576194,NA,NA,-2.31107814201379e-05,0.00624640871670734,7,14.6132999503333,-10.7465999006667,6.69980119504414,0.00119036783488024,0.069
"146",0.410360705912641,8.19588227923808e-05,NA,NA,NA,-2.85915011877133e-05,NA,NA,5.16810576287076e-05,NA,NA,NA,NA,7,14.6110591058271,-10.7421182116542,6.70428288405665,0.00118770339207297,0.068
"22",0.422659439337492,8.38343317481515e-05,NA,6.66526664652166e-06,NA,-4.33544171708559e-05,NA,NA,NA,NA,NA,NA,NA,7,14.6091557379112,-10.7383114758223,6.7080896198885,0.00118544490559005,0.068
"1345",0.788490549049224,NA,NA,NA,NA,NA,NA,9.09058617188725e-06,NA,0.00014009996836049,NA,-2.06143029886376e-05,NA,7,14.608137053995,-10.7362741079901,6.71012698772072,0.00118423792680061,0.069
"1046",0.886875530676638,9.74597708957904e-05,NA,4.78987817986202e-05,NA,-0.000173464120614021,NA,NA,NA,NA,NA,-2.67702372220229e-05,NA,8,16.3680738308391,-10.7361476616782,6.71025343403262,0.00118416305790823,0.162
"1044",0.837799833823548,9.22191093122885e-05,0.000253396379432589,NA,NA,-7.9095335518687e-05,NA,NA,NA,NA,NA,-2.56098674260677e-05,NA,8,16.3669046378306,-10.7338092756613,6.71259182004953,0.00118277935180743,0.16
"3137",0.785489500979204,NA,NA,NA,NA,NA,NA,5.92372058314113e-06,NA,NA,NA,-1.81115860306353e-05,-0.00748487356149845,7,14.6067142459317,-10.7334284918633,6.71297260384747,0.00118255418163655,0.068
"70",0.428187677739275,8.55612205277723e-05,NA,-1.09047431829572e-05,NA,NA,NA,-2.91104421177618e-06,NA,NA,NA,NA,NA,7,14.605810834733,-10.7316216694659,6.7147794262449,0.00118148633137234,0.068
"1074",0.866521061656545,9.72746281435709e-05,NA,NA,NA,-8.47208204990327e-05,0.000139691873269205,NA,NA,NA,NA,-2.57946634528526e-05,NA,8,16.3650558495303,-10.7301116990606,6.71628939665025,0.00118059466331544,0.162
"262",0.417883591414394,8.32491271859927e-05,NA,-1.06811273826595e-05,NA,NA,NA,NA,NA,5.04058128919936e-05,NA,NA,NA,7,14.5999979737118,-10.7199959474236,6.72640514828724,0.0011746384377388,0.067
"134",0.407357164107899,8.1415242172258e-05,NA,-8.6894924962859e-06,NA,NA,NA,NA,4.65909106884057e-05,NA,NA,NA,NA,7,14.5928251273291,-10.7056502546581,6.74075084105267,0.00116624308196318,0.067
"1062",0.845267264798233,9.69521788033788e-05,NA,-4.42367622350848e-05,NA,NA,0.000263796405985416,NA,NA,NA,NA,-2.47993458831604e-05,NA,8,16.3490609702087,-10.6981219404174,6.74827915529339,0.00116186141158363,0.161
"1290",0.840356220096435,9.31288965697371e-05,NA,NA,-0.000870201266055829,NA,NA,NA,NA,4.55404571334636e-05,NA,-2.24426947408886e-05,NA,8,16.3445893143409,-10.6891786286818,6.757222467029,0.00115667756600957,0.158
"1036",0.83441587532197,9.20266896330287e-05,3.08789464416893e-05,NA,-0.000865533465121064,NA,NA,NA,NA,NA,NA,-2.21976986369333e-05,NA,8,16.3334091294847,-10.6668182589694,6.77958283674143,0.00114381771869042,0.158
"1121",0.81180073140187,NA,NA,NA,NA,NA,-2.36177534142563e-05,3.27691254389363e-06,NA,NA,NA,-2.03247728838039e-05,NA,7,14.5710556003171,-10.6621112006342,6.78428989507663,0.00114112887570341,0.066
"3082",0.839989896029464,9.19217677255867e-05,NA,NA,-0.000872100599504007,NA,NA,NA,NA,NA,NA,-2.23289550176968e-05,0.000720435808017858,8,16.3294477612836,-10.6588955225671,6.7875055731437,0.00113929559835714,0.158
"1162",0.842297358711511,9.20350186434298e-05,NA,NA,-0.000878220729471354,NA,NA,NA,-1.43691502629485e-05,NA,NA,-2.20946041948309e-05,NA,8,16.3293657474763,-10.6587314949526,6.78766960075824,0.00113920216421901,0.158
"1546",0.840664889405004,9.12861237840665e-05,NA,NA,-0.000871988184832712,NA,NA,NA,NA,NA,2.3484244082223e-06,-2.24294314663353e-05,NA,8,16.3290751476672,-10.6581502953345,6.78825080037632,0.00113887116038478,0.158
"132",0.421664677633775,8.76165222226254e-05,0.000104275661576521,NA,NA,NA,NA,NA,-0.000124721371449692,NA,NA,NA,NA,7,14.5579769245836,-10.6359538491672,6.81044724654362,0.00112630159313048,0.064
"3105",0.822971356799292,NA,NA,NA,NA,NA,-4.19531537938798e-05,NA,NA,NA,NA,-1.96513788843047e-05,-0.0036673669369131,7,14.5528946384021,-10.6257892768041,6.82061181890667,0.00112059192747479,0.065
"68",0.398694647871137,8.34215641149671e-05,4.02368700563609e-05,NA,NA,NA,NA,9.67985780603329e-07,NA,NA,NA,NA,NA,7,14.5504793808307,-10.6209587616614,6.82544233404938,0.00111788867517695,0.064
"322",0.413773041141229,8.54516921541487e-05,NA,NA,NA,NA,NA,-1.65504288843652e-06,NA,-3.84562519335996e-05,NA,NA,NA,7,14.5500586699967,-10.6201173399934,6.82628375571745,0.001117418466218,0.064
"36",0.403654607379571,8.4331791424243e-05,2.60961121008676e-05,NA,NA,NA,-4.51532288164841e-06,NA,NA,NA,NA,NA,NA,7,14.5493345031277,-10.6186690062554,6.82773208945544,0.00111660956171223,0.064
"1059",0.822454636892003,NA,4.97142240741237e-05,NA,NA,NA,-4.28410880443776e-05,NA,NA,NA,NA,-2.07082344449369e-05,NA,7,14.5490090236602,-10.6180180473204,6.82838304839044,0.00111624618736534,0.065
"386",0.40282060942283,8.33019945540968e-05,NA,NA,NA,NA,NA,NA,2.44750270439363e-05,-2.14538408816002e-05,NA,NA,NA,7,14.5481601970373,-10.6163203940746,6.8300807016362,0.00111529908990145,0.064
"290",0.407881154594872,8.4188038605907e-05,NA,NA,NA,NA,2.96162980126732e-06,NA,NA,-1.23617569478595e-05,NA,NA,NA,7,14.5476357217296,-10.6152714434592,6.83112965225162,0.00111471429643636,0.064
"194",0.408551052471315,8.46158321070095e-05,NA,NA,NA,NA,NA,-1.30234907626236e-07,-3.7919758548639e-06,NA,NA,NA,NA,7,14.5467735391351,-10.6135470782702,6.83285401744065,0.00111375362336942,0.064
"98",0.407574283827237,8.44942679583956e-05,NA,NA,NA,NA,-2.48059528547158e-07,-1.04374261764162e-07,NA,NA,NA,NA,NA,7,14.5467423999269,-10.6134847998537,6.83291629585711,0.0011137189425034,0.064
"162",0.407986518761533,8.44461129992791e-05,NA,NA,NA,NA,3.31589642617439e-07,NA,-2.81076358938589e-06,NA,NA,NA,NA,7,14.5467299748134,-10.6134599496269,6.83294114608393,0.0011137051045052,0.064
"646",0.496593072796096,0.000109559837769856,NA,-3.47541654282612e-05,NA,NA,NA,NA,0.000906764148043863,NA,-0.000201752684796204,NA,NA,8,16.3063496920015,-10.6126993840029,6.83370171170787,0.00111328166211539,0.157
"3329",0.811961807049654,NA,NA,NA,NA,NA,NA,NA,NA,-7.74375163098557e-05,NA,-1.8446390472107e-05,-0.00681355361997665,7,14.5461890171767,-10.6123780343535,6.83402306135734,0.00111310280014914,0.065
"1313",0.828619166907167,NA,NA,NA,NA,NA,-3.50196845676356e-05,NA,NA,3.2274192233132e-06,NA,-2.06624361383041e-05,NA,7,14.539564401652,-10.599128803304,6.84727229240684,0.00110575329276704,0.065
"3075",0.823575475036695,NA,-1.61815229520769e-05,NA,NA,NA,NA,NA,NA,NA,NA,-1.98699711119465e-05,-0.00311582343296653,7,14.5265214162683,-10.5730428325367,6.87335826317412,0.0010914246162226,0.064
"786",0.694447362775615,0.000137665807852872,NA,NA,NA,-0.000153713425581932,NA,NA,NA,0.000539663628338492,-0.000180798132110953,NA,NA,8,16.2757433848056,-10.5514867696112,6.89491432609957,0.00107972437342619,0.157
"645",0.515593970640577,NA,NA,-3.65601320987616e-05,NA,NA,NA,NA,0.000854279886476218,NA,-0.000147427821338544,NA,NA,7,14.5145185548272,-10.5490371096545,6.89736398605632,0.00107840270422051,0.063
"141",0.589159451227077,NA,NA,-3.62206096069255e-05,-0.00168099106134925,NA,NA,NA,0.00016851594226514,NA,NA,NA,NA,7,14.5062391143699,-10.5324782287399,6.91392286697092,0.00106951099323097,0.063
"1101",1.22503481550328,NA,NA,-7.70615493604034e-05,-0.00289477277001285,NA,NA,-2.35315542478801e-05,NA,NA,NA,-2.26353624623864e-05,NA,8,16.2604153748907,-10.5208307497813,6.92557034592951,0.00106330054141563,0.157
"3090",0.843178516032412,8.85163381082043e-05,NA,NA,NA,-6.67971002602005e-05,NA,NA,NA,NA,NA,-2.20040197673317e-05,-0.0102995327362132,8,16.2462618961547,-10.4925237923095,6.95387730340131,0.00104835713982669,0.155
"1170",0.811756202884724,8.79984799486424e-05,NA,NA,NA,-5.49168350765443e-05,NA,NA,0.000163784506409211,NA,NA,-2.48466345855874e-05,NA,8,16.2264366478343,-10.4528732956685,6.99352780004229,0.00102777786782605,0.154
"2062",0.704962144541363,6.68103566876108e-05,NA,-5.14339193788155e-05,-0.0019731487884202,NA,NA,NA,NA,NA,NA,NA,-0.0292412323969487,8,16.2025206716466,-10.4050413432931,7.04135975241769,0.00100348915860652,0.148
"526",0.693690738343658,0.000100016700555525,NA,-3.19129403924644e-05,-0.00156224343333935,NA,NA,NA,NA,NA,-9.83256618141427e-05,NA,NA,8,16.1965466593276,-10.3930933186553,7.05330777705554,0.00099751217307963,0.154
"2577",0.705595211753678,NA,NA,NA,NA,-0.000109537454736073,NA,NA,NA,NA,-5.78144796305078e-05,NA,-0.0290915147986522,7,14.4354917012029,-10.3909834024058,7.05541769330497,0.000996460394396918,0.059
"1094",0.854855624948242,9.94707522155018e-05,NA,-1.80074434865583e-05,NA,NA,NA,-7.74579585171622e-06,NA,NA,NA,-2.43718570397348e-05,NA,8,16.1680514354974,-10.3361028709947,7.11029822471609,0.000969488999887745,0.151
"554",0.707751879934547,9.20712162633619e-05,NA,NA,-0.00203131378996404,NA,-0.000252326458502098,NA,NA,NA,-9.04484598716489e-05,NA,NA,8,16.1676422807741,-10.3352845615483,7.11111653416253,0.00096909241002317,0.152
"1554",0.832620310552846,9.29258788282756e-05,NA,NA,NA,-4.64678842085292e-05,NA,NA,NA,NA,-7.14362011458297e-06,-2.33313381183898e-05,NA,8,16.1654675648749,-10.3309351297497,7.11546596596109,0.000966987199298535,0.152
"1286",0.827812740602692,9.36544468753103e-05,NA,-1.8805312490624e-05,NA,NA,NA,NA,NA,0.00015817599695512,NA,-2.43935216893802e-05,NA,8,16.1586335277965,-10.3172670555931,7.12913404011773,0.000960401302687409,0.15
"782",0.950423129841282,0.00013088930653978,NA,-9.84834327211907e-05,-0.00281913986534417,NA,NA,NA,NA,0.000796071639532016,-0.000201968918567499,NA,NA,9,18.0702278301357,-10.3143687037497,7.13203239196113,0.00095901052023201,0.239
"2313",0.632043430930648,NA,NA,NA,-0.000984962000668461,NA,NA,NA,NA,-0.000269392278860503,NA,NA,-0.0252877195433452,7,14.3874749211327,-10.2949498422653,7.15145125344551,0.000949744132477287,0.055
"1032",0.796989883256167,9.07758932463008e-05,0.00015837787134727,-1.6283677286143e-05,NA,NA,NA,NA,NA,NA,NA,-2.35715760681343e-05,NA,8,16.120647018075,-10.24129403615,7.2051070595608,0.00092460323561692,0.148
"2059",0.678824850463897,NA,-0.000336564304314514,NA,-0.00105046199735165,NA,NA,NA,NA,NA,NA,NA,-0.0266787873339926,7,14.3207053638855,-10.1614107277709,7.28499036793988,0.000888400857142696,0.051
"520",0.58381382496353,0.000120575266845986,0.000570349348342906,-3.90825215223677e-05,NA,NA,NA,NA,NA,NA,-0.000161709620362923,NA,NA,8,16.074914117184,-10.149828234368,7.29657286134285,0.000883270777724864,0.146
"1158",0.784330332619674,8.81033210688718e-05,NA,-1.20506840391445e-05,NA,NA,NA,NA,0.000124331057929305,NA,NA,-2.34781686921702e-05,NA,8,16.0714332934802,-10.1428665869604,7.30353450875037,0.000880201612575189,0.146
"3078",0.804617619638702,8.95487821728667e-05,NA,-1.22041842523211e-05,NA,NA,NA,NA,NA,NA,NA,-2.20362978904116e-05,-0.0042634922572104,8,16.051437669804,-10.102875339608,7.34352575610277,0.00086277622866855,0.145
"537",0.680427118785097,NA,NA,NA,-0.00127079956146211,-6.79622160456825e-05,NA,NA,NA,NA,-5.31121032017428e-05,NA,NA,7,14.284296226688,-10.0885924533759,7.35780864233488,0.000856636709914641,0.055
"2085",0.6124616510154,NA,NA,-6.718136497536e-05,NA,NA,0.000275549009166506,NA,NA,NA,NA,NA,-0.0296272198474276,7,14.2824379235344,-10.0848758470688,7.36152524864197,0.000855046297407129,0.049
"1542",0.80395495309705,9.1801267058737e-05,NA,-9.69171379993022e-06,NA,NA,NA,NA,NA,NA,-3.8179707532752e-06,-2.26593182030472e-05,NA,8,16.0361878466578,-10.0723756933156,7.37402540239523,0.000849718858110182,0.145
